SKU,post_status,post_title,post_content ,post_excerpt,category,regular_price,visibility,featured_image
UKM2,publish,2pc Carton Cutters #29532,"Price: $0.50, Case  qty: 144, UPC: 643117295329<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.50,small tools & hardware->knives,0.50,visible,http://truforge.co/wp-content/uploads/2016/02/29532.jpg
USA,publish,USA Fish Tank,"Price: $0.35, Case  qty: 12, UPC: <br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.35,general merchandise,0.35,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
USP,publish,Universal Siphon Pump #13323,"Price: $0.50, Case  qty: 72, UPC: 643117133232<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.50,small tools & hardware,0.50,visible,http://truforge.co/wp-content/uploads/2016/02/13323.jpg
WB15,publish,"Wonder Bar 15"" #10244","Price: $1.65, Case  qty: 30, UPC: 643117102443<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $1.65,home & auto tools->home,1.65,visible,http://truforge.co/wp-content/uploads/2016/02/10244.jpg
WB18,publish,"Wrecking Bar 18""X5/8 #10010","Price: $1.65, Case  qty: 24, UPC: 643117100104<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $1.65,home & auto tools->home,1.65,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
WBL,publish,82' Metal Wire #60206,"Price: $0.50, Case  qty: 24, UPC: 643117602066<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.50,small tools & hardware,0.50,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
WBT,publish,Wheel Barrel Tire,"Price: $7.00, Case  qty: 5, UPC: <br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $7.00,home & auto tools->home,7.00,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
WFS,publish,Work Gloves Small #12933,"Price: $0.65, Case  qty: 144, UPC: 643117129334<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.65,small tools & hardware->gloves,0.65,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
WG,publish,Work Gloves M #12930,"Price: $0.65, Case  qty: 144, UPC: 643117129303<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.65,small tools & hardware->gloves,0.65,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
WGBL,publish,Work Gloves Black(L) #31005,"Price: $0.60, Case  qty: 144, UPC: 643117310053<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.60,small tools & hardware->gloves,0.60,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
WGBM,publish,Work Gloves Black M #31008,"Price: $0.60, Case  qty: 144, UPC: 643117310084<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.60,small tools & hardware->gloves,0.60,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
WGBS,publish,Work Gloves #31011 Small,"Price: $0.60, Case  qty: 144, UPC: 643117310114<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.60,small tools & hardware->gloves,0.60,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
WGBXL,publish,Work Gloves Black XL #31002,"Price: $0.60, Case  qty: 144, UPC: 643117310022<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.60,small tools & hardware->gloves,0.60,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
WGG,publish,Work Gloves XL #12924,"Price: $0.65, Case  qty: 288, UPC: 643117129242<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.65,small tools & hardware->gloves,0.65,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
WGL,publish,Work Gloves L #12927,"Price: $0.65, Case  qty: 144, UPC: 643117129273<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.65,small tools & hardware->gloves,0.65,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
WGRL,publish,Work Gloves Red-L  #31006,"Price: $0.60, Case  qty: 144, UPC: 643117310060<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.60,small tools & hardware->gloves,0.60,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
WGRM,publish,Work Gloves Red M #31009,"Price: $0.60, Case  qty: 144, UPC: 643117310091<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.60,small tools & hardware->gloves,0.60,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
WGRS,publish,Work Gloves Red S #31012,"Price: $0.60, Case  qty: 144, UPC: 643117310121<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.60,small tools & hardware->gloves,0.60,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
WGRXL,publish,Work Gloves Red-XL #31003,"Price: $0.60, Case  qty: 144, UPC: 643117310039<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.60,small tools & hardware->gloves,0.60,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
WGYL,publish,Work Gloves Yellow - L #31004,"Price: $0.60, Case  qty: 144, UPC: 643117310046<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.60,small tools & hardware->gloves,0.60,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
WGYM,publish,Work Gloves Yellow - M #31007,"Price: $0.60, Case  qty: 144, UPC: 643117310077<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.60,small tools & hardware->gloves,0.60,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
WGYS,publish,Work Gloves Yellow  S #31010,"Price: $0.60, Case  qty: 144, UPC: 643117310107<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.60,small tools & hardware->gloves,0.60,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
WGYXL,publish,Work Gloves Yellow -XL #31001,"Price: $0.60, Case  qty: 144, UPC: 643117310015<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.60,small tools & hardware->gloves,0.60,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
WJ6,publish,Wallet -  Sp   #70414,"Price: $0.55, Case  qty: 480, UPC: 643117704142<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.55,small tools & hardware,0.55,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
WR12,publish,Wiggle Stopper #01471-1,"Price: $0.45, Case  qty: 24, UPC: 643117147116<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.45,small tools & hardware,0.45,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
WTC,publish,Wire Hooks W/Self-Stick 6pc #80113,"Price: $0.50, Case  qty: 24, UPC: 643117801131<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.50,small tools & hardware->hooks,0.50,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
ZB,publish,Zipper Bag #26243-7,"Price: $0.66, Case  qty: 48, UPC: 643117262437<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.66,small tools & hardware,0.66,visible,http://truforge.co/wp-content/uploads/2016/02/26243.jpg
